,idx,channel_url,date,message,views,forwards,entities,tickers,sentiment,label
10,579,https://t.me/MarketDumki,2021-04-15 19:00:35+00:00,"Акции Газпрома подтвердили сегодня свою силу. Открывшись с 2% гэпа вниз (в моменте снижение составляло 3%) из-за объявленных санкций со стороны США против РФ, тем не менее к концу основной сессии цена вернулась на уровень закрытия среды. Таким образом, нарисовалась еще одна очень мощная бычья свечка на графике. Если и после такой свечной комбинации акции не смогут вырасти до 250-255 руб, то тогда вообще непонятно, когда они это смогут сделать))).",22178.0,43.0,Газпрома,газпром,Positive,1
11,598,https://t.me/MarketDumki,2021-04-06 07:55:11+00:00,"Открылись торги в Лондоне после длинных выходных, связанных с празднованием Пасхи. Но никаких покупок российских акций оттуда не видно. Наоборот, видны продажи Сбера, который уже давно является любимой акцией у нерезидентов. Если к вечеру ситуация не исправится, то это будет очень плохой сигнал для рынка.",22860.0,99.0,Сбера,сбер,Negative,2
12,713,https://t.me/MarketDumki,2021-01-31 21:06:21+00:00,"​​Две недели назад в одном из постов обращал внимание на очень плохую техническую картину в акциях Сбера и предположил, что они пойдут вниз к 250-240 руб (подробнее https://t.me/MarketDumki/2300). Негативная динамика российского госдолга также говорила не в пользу роста в этих бумагах. На данный момент акции Сбера ""весят"" уже на 20 руб меньше, чем это было две недели назад, и на 40 руб меньше, чем это было 12 января, когда был показан исторический максимум на уровне 296 руб. Движение вниз назревало и оно состоялось, несмотря на то, что многие инвесторы ждали роста к 350 руб. Сейчас же после ужасного закрытия января по акциям Сбера (см. график внизу), цели на уровне 240-50 руб, как уж совсем не выглядят пессимистично. Скорее, это даже оптимистичный вариант, если дальнейшее снижение ограничится вышеуказанным диапазоном. По-хорошему после такого закрытия месяца можно легко сходить и на 220-225 руб. Конечно, на рынке может быть все, но пока мне очень тяжело поверить в то, что Сбер вдруг вернется на свои исторические максимумы, показанные в январе. Слишком сильно эти бумаги откатили вниз. Не должно быть так на растущем рынке.",24397.0,62.0,Сбера,сбер,Negative,2
13,720,https://t.me/MarketDumki,2021-01-27 17:22:19+00:00,"​​Интересно конечно получилось - два дня назад акции Яндекса выпали вниз из двухмесячного боковика (https://t.me/MarketDumki/2308). Cовсем тогда непонятны были причины этого движения. А сегодня мы имеем весьма приличное падение на рынке. И ""Яша"" еще продвинулся вниз на 2% (см. внизу). Cейчас уже более понятно, зачем его продавали два дня назад...",23612.0,27.0,Яндекса,яндекс,Negative,2
14,729,https://t.me/MarketDumki,2021-01-17 20:00:00+00:00,"​​Очень плохо закрыли предыдущую неделю акции Сбера. Максимум в течение недели был 296 руб, а закрытие в пятницу произошло на 20 руб ниже (см. график внизу). Всю неделю чувствовались продажи в этих акциях. Параллельно шли продажи в ОФЗ (https://t.me/MarketDumki/2297). Явно шел какой-то выход из российских активов. После такого закрытия недели я совсем не удивлюсь, если в скором времени мы увидим Сбер по 240-250 руб.",33090.0,148.0,Сбера,сбер,Negative,2
15,733,https://t.me/MarketDumki,2021-01-14 07:45:44+00:00,"​​Тем временем индекс российских гособлигаций продолжает сползать вниз, и уже находится недалеко от минимумов, которые были в начале ноября, когда начался этот безудержный рост на всех рынках. Первые в этом году аукционы подтвердили низкий спрос на российские ОФЗ (https://t.me/markettwits/118312). Учитывая, что последние пару дней видны сильные продажи в акциях Сбера, становится как-то все более тревожно. Ведь именно Сбер является крупнейшим держателем российского госдолга...",33326.0,111.0,Сбера,сбер,Negative,2
16,770,https://t.me/MarketDumki,2020-12-18 10:20:39+00:00,"​​А вот уже и Сбер 273 руб стоит. Подозрения насчет того, что выше 280 руб ведется раздача подтвердились (https://t.me/MarketDumki/2244). Кстати говоря, в акциях Сбера далеко не всегда пробитие исторического максимума означает, что бумага и дальше будет расти. С 2007 по 2016 год в этих акциях был магический уровень сопротивления на уровне 110-113 руб (см. график внизу). И вот в течение 9 лет цена доходила до этих значений, немного обновляла максимум и затем благополучно отваливалась. На данный момент конечно же ситуация совершенно иная. Сбер сейчас и 10 лет назад - это две большие разницы. Но после почти 45% роста акций за 1.5 месяца просто необходима коррекция или хотя бы консолидация на достигнутых уровнях. Очень сильная перекупленность образовалась. Бумаге нужно, то что называется, выпустить пар.",23288.0,59.0,Сбера,сбер,Positive,1
17,782,https://t.me/MarketDumki,2020-12-11 14:15:39+00:00,Акции Газпрома сегодня вырвались в лидеры роста среди основных голубых фишек. В моменте за одну акцию дают 198 руб. Рост на 2.5%. Пора идти покорять 200-ую вершину. Мороз нам в помощь!,21489.0,21.0,Газпрома,газпром,Positive,1
18,803,https://t.me/MarketDumki,2020-11-30 11:21:04+00:00,"​​Интересный расклад в акциях Новатэка. После бурного роста бумага две недели находилась в узком диапазоне, из которого сегодня прозошел резкий выход вниз. Пока складывается впечатление, что инвесторов аккуратно ""накормили"" бумагой на хаях, используя мегапозитив на рынке. Может это и временная коррекция, и дальше цена пойдет и на новые максимумы, но для этого надо вернуться выше 1240 руб. А пока этого нет, то выглядит как будто была проведена хорошая раздача в этих акциях.",22526.0,51.0,Новатэка,новатэк,Negative,2
19,842,https://t.me/MarketDumki,2020-11-05 14:06:20+00:00,"​​Это что за дежавю такое сегодня в акциях Тинькофа и Яндекса? Обе акции в лидерах роста, прибавляя в цене 4 и 5 процентов соответственно. Неужели помирились собственники компаний и опять готовы объединяться? От любви до ненависти один шаг и наоборот?",26782.0,45.0,Яндекса,яндекс,Positive,1
20,890,https://t.me/MarketDumki,2020-10-07 18:09:28+00:00,"​​На сегодняшнем заливе рынка весьма неплохо себя чувствовали акции Сбера. Бумага уже торгуется без дивидендов, но пока каких-то сильных продаж там не видно. Очень многие надеются, что дивидендный гэп там быстро закроется. Безусловно, когда-то он будет закрыт. Но не факт, что прям в ближайшие дни или недели. Есть пример 2014 и 2019 года. В первом случае закрытия гэпа пришлось ждать больше года! В прошлом же году на это ушло 6 месяцев. Так что это тоже надо иметь в виду, делая ставку на закрытие гэпа. Очень важно будет в ближайшие дни следить за тем, чтобы цена не уходила ниже минимума на уровне 206.5 руб, который был установлен в первый день после отсечки. Тогда будут хорошие шансы на то, что хотя бы половину гэпа смогут закрыть в ближайшее время.",22657.0,39.0,Сбера,сбер,Positive,1
21,908,https://t.me/MarketDumki,2020-09-22 09:44:05+00:00,"​​Вчерашний день лишний раз подтвердил силу акций Сбера. На фоне мега обвала банковских акций по всему миру, сбер всего лишь немного скорректировался вниз. А в привилегированных акциях даже и не видно на графике (см. внизу), что в мире был обвал банковского сектора. Инвесторы готовы что угодно продавать, но сбер пока не трогают. Никто не хочет отказываться от жирных дивидендов за 2019 год, которые еще не выплачены. Вот после отсечки 5 октября уже будет какая-то другая жизнь, а сейчас пока гипотеза о том, что акции Сбера будут лучше рынка, полностью подтверждается.",22753.0,66.0,Сбера,сбер,Positive,1
22,922,https://t.me/MarketDumki,2020-09-15 10:02:53+00:00,"​​По акциям Газпрома подошли к своего рода водоразделу на уроне 180 руб (плюс-минус 1 руб). Закрепление выше этого уровня даст надежду на то, что акции смогут дорасти до 200 руб и выше в ближайшие пару месяцев. Зима уже не за горами, а акции Газпрома любят, когда за окном похолоднее. Все-таки газ гораздо лучше подходит для отопления чем дровишки.",19642.0,43.0,Газпрома,газпром,Positive,1
23,925,https://t.me/MarketDumki,2020-09-14 10:25:58+00:00,"​​Торговый день конечно же еще не закончился, но пока видно, что префки Сбербанка пытаются закрепиться выше сопротивления на уровне 215 руб (см. внизу). Неделю назад еще обращал внимание, что несмотря на коррекцию на мировых рынках, никаких продаж не видно в этих акциях (https://t.me/MarketDumki/2021). Более того, там всегда чувствовался спрос. Поэтому префки Сбера и находятся сейчас недалеко от максимумов за 6 месяцев в отличие от многих других бумаг. Приближающаяся дивидендная отсечка не дает акциям снижаться. Уж очень вкусный дивиденд там ожидается. Да, есть потенциальная угроза санкций из-за дела Навального, из-за ситуации в республике Беларусь, но 10% дивидендная доходность делает свое дело. Никто не хочет от нее отказываться. Посмотрим на закрытие сегодняшнего дня, но пока все говорит в пользу того, что потенциал роста сохраняется в этих бумагах.",19945.0,24.0,Сбербанка,сбер,Positive,1
24,940,https://t.me/MarketDumki,2020-09-03 10:49:04+00:00,"​​Интересный момент в акциях Газпрома. Цена вернулась на минимумы, которые были после дивидендного гэпа 15 июля. Сегодня немного сбили лоу, какие-то стопы сработали, но цена пока дальше вниз не пошла. Посмотрим, что будет по закрытию дня. Если откинуть угрозу новых санкций из-за всем известных событий, то нынешние 180 руб за акцию Газпрома выглядят сейчас явно привлекательнее нежели это было 15 июля. Тогда и курс доллара был 71 руб и цены на газ в Европе были ниже текущих значений. Но геополитика штука такая, мало предсказуемая.",20006.0,47.0,Газпрома,газпром,Neutral,0
25,949,https://t.me/MarketDumki,2020-08-27 14:13:17+00:00,"Очень сильно сегодня ""избивают"" безусловных лидеров российского рынка последнего времени - акции Яндекса и Тинькоффа. Плохой сигнал. Скорее всего, коррекция по индексам продолжится.",21115.0,68.0,Яндекса,яндекс,Negative,2
26,994,https://t.me/MarketDumki,2020-07-30 07:27:23+00:00,"Прошел ровно месяц как глава Сбербанка спрогнозировал курс доллара на уровне 60-62 руб к концу года. В тот же самый момент аналитики этого же банка дали прогноз об укреплении рубля до 67.5. Сейчас уже 73 руб дают за один доллар. Бывает такое, что прогнозы не сбываются и это нормально. Но вот интересная вещь, что дан этот прогноз был именно тогда, когда на рынке появился крупный покупатель долларов (подробнее https://t.me/MarketDumki/1879). Потом мы его еще не раз видели в биржевом ""стакане"". Чем-то мне эта история напоминает то, как родители рассказывают детям про вред алкоголя, и уже вечером уложив их спать, наливают себе по бокальчику. Так и здесь - вы там сидите и ждите укрепления рубля, а мы пока скупим доллары.",20709.0,242.0,Сбербанка,сбер,Neutral,0
27,1028,https://t.me/MarketDumki,2020-07-13 12:12:02+00:00,"​​На очень интересные уровни пришли акции Лукойла, если смотреть на месячном графике. В 2019 году отметка в 5000 руб служила очень хорошей поддержкой в течение нескольких месяцев (см. внизу). После того как этот уровень устоял, началась новая волна роста, которая подняла акцию на новые исторические максимумы на уровне 6800 руб. В данный момент пока акции Лукойла выглядят слабовато после дивидендного гэпа, который образовался 9 июля с уровня 5457 руб. Если бумага не будет уходить сильно ниже 5 тыс руб, то это один расклад, который позволяет надеяться на закрытие гэпа. Если же в ближайшее время в этих акциях не появится покупка, то это очень плохой сигнал не только для этих бумаг, но и для всего российского рынка.",19885.0,68.0,Лукойла,лукойл,Neutral,0
28,1049,https://t.me/MarketDumki,2020-06-29 05:30:49+00:00,"Ну что ж, запомним этот ""твит"". Я очень сильно сомневаюсь, что прогноз главы Сбербанка реализуется и доллар упадет до 60 - 62 руб, а нефть вернется на уровень 60$ за баррель. Мне кажется, что нет никаких оснований рассчитывать на такой благоприятный исход. Такой прогноз подразумевает, что мировая экономика восстановится уже к концу текущего года. С чего это вдруг? Мне совсем непонятно.",19929.0,43.0,Сбербанка,сбер,Negative,2
29,1243,https://t.me/MarketDumki,2020-02-28 13:49:36+00:00,"​​В акциях Газпрома сегодня максимальный объем торгов за последние 4 месяца. Кто-то сегодня воспользовался паникой и купил себе этих акций. Цена сегодня опускалась до тех значений, по которым прошла первая таинственная сделка по продаже 2.93% акций Газпрома летом 2019 года. В моменте акции сейчас торгуются на уровне 207 руб. Т.е. недалеко от 210 руб, что является средней ценой у покупателей 6.5% пакета акций Газпрома (ранее об этом https://t.me/MarketDumki/1615). По идее, на текущих уровнях у этих акций должна быть серьезная поддержка.",19339.0,100.0,Газпрома,газпром,Negative,2
30,1272,https://t.me/MarketDumki,2020-02-17 16:41:34+00:00,"​​Новатэк Из ликвидных российских акций сегодня на себя обратили внимание бумаги Новатэка. Рекордный дневной объем торгов и рост на 4% (см. график внизу). Ранее в этих акциях шла сильная продажа, в результате чего эти бумаги с 9 января потеряли около 23% своей стоимости (в предыдущих постах обращал внимание, что есть крупный продавец https://t.me/MarketDumki/1564). Последние 4 дня шла консолидация и вот сегодня выстрел наверх. Произошел ли сегодня разворот? Точно это никогда нельзя сказать. Это только ""гуру"" на своих семинарах и курсах показывают на левой части графика как четко были отработаны фигуры. В реальной торговле все намного сложнее. Я для себя так охарактеризовал сегодняшний день - появились основания предполагать, что продажи в этих акциях закончились. Но для того, чтобы это точно утверждать, цена не должна уходить ниже сегодняшних минимумов. Т.е. появилась хорошая точка для установки стопов. А там уже видно будет, что и как. Уход цены ниже тех уровней, где сегодня прошли объемы, просигнализирует о том, что дела совсем плохи в этой бумаге.",18560.0,55.0,Новатэка,новатэк,Neutral,0
31,1292,https://t.me/MarketDumki,2020-02-03 12:56:23+00:00,"Интересная динамика у акций Новатэка. Компания проводит байбек своих акций (с 20 -24 января и с 27 по 31 января делались покупки), а они все падают и падают в цене. Очевидно, что есть какой-то крупный продавец. Пару недель назад обращал на это внимание (https://t.me/MarketDumki/1530). Всегда очень важно смотреть, как себя ведут лидеры рынка. Акции Новатэка именно таковыми и являлись после кризиса 2008 года. За 10 лет они выросли в цене в 30 раз!!! Вполне логично предположить, что кто-то из крупных держателей акций захотел зафиксироваться. На месячном графике сформировалась очень плохая техническая картина. Похоже, что долгосрочный рост в этих акциях завершен.",15988.0,84.0,Новатэка,новатэк,Positive,1
32,1310,https://t.me/MarketDumki,2020-01-27 16:59:07+00:00,"​​Басня про Сургут Обыкновенные акции Сургута упали сегодня еще на 3%. Снижение за 5 дней уже составило 17% от максимумов, установленных 20 января на уровне 54.89 руб (см. график внизу). Если помните, в первый же день обратил внимание на сильные продажи в этой бумаге. На второй день уже стало окончательно понятно, что это не какие-то случайные продажи (https://t.me/MarketDumki/1529). А если вспомнить, что происходило с акциями Новатэка на прошлой неделе? (ранее об этом https://t.me/MarketDumki/1530). Ну а сейчас вы сами все видите, на каких уровнях торгуется Сургут и рынок в целом. А чего только не писали в интернете в первый же день снижения акций Сургута - ""слабых выбивают из акций"", ""дают уникальный шанс для покупки"", ""большой продавец по своей глупости избавился от акций"" и т.д. А по факту получилось, что не совсем он и глупый оказался. Вообще, многолетний опыт торговли на бирже научил, что нельзя недооценивать действия тех игроков, которые могут так легко двигать котировки. И уж тем более списывать что-то на их глупость, непонимание и неловкость. Как правило, это наоборот очень ловкие и понимающие люди, у которых намного больше денег и информации чем у большинства других инвесторов.",16700.0,71.0,Новатэка,новатэк,Negative,2
33,1322,https://t.me/MarketDumki,2020-01-22 12:07:23+00:00,"​​Новатэк, Сургут... К чему бы это? Акции Новатэка сегодня опять снижаются и достигают минимумов с мая 2019 года. Таким образом эти бумаги полностью проигнорировали все то ралли, которое состоялось в прошлом году и продолжилось в начале текущего года. Семь месяцев акции торговались в узком рендже (см. график внизу). На прошлой неделе появилась информация, что председатель правления компании Леонид Михельсон полностью избавился от акций, которыми владел напрямую (https://t.me/markettwits/64513). Да, потом написали, что вроде как эти акции были задействованы в операциях РЕПО (https://t.me/markettwits/64515). Что там на самом деле понять невозможно, но акции уже не первый день снижаются на повышенных объемах. Достаточно интересный момент, который нельзя игнорировать, учитывая, какие важные люди являются основными акционерами этой компании. А тут еще вдобавок эта история с акциями Сургута (https://t.me/MarketDumki/1529). Ведь и в этой компании не совсем простые акционеры. И тоже кто-то второй день активно выходит из этих акций. Всё это наводит на мысли о надвигающейся серьезной коррекции на рынке.",17903.0,126.0,Новатэка,новатэк,Negative,2
34,1431,https://t.me/MarketDumki,2019-10-24 07:30:18+00:00,"​​Как и предполагал в прошлую пятницу, префки Сбербанка пробили наверх сопротивление на уровне 210 руб и уже наполовину вошли в зону дивидендного гэпа. Около 3% осталось до 220 руб, чтобы полностью его закрыть. Очень надеюсь, что успеем закрыть дивидендный гэп по Сберу в этой стадии растущего рынка .",12597.0,14.0,Сбербанка,сбер,Positive,1
35,1435,https://t.me/MarketDumki,2019-10-18 15:44:16+00:00,"​​Пора Сберу закрыть дивидендный гэп? Очень сильно выглядят последние дни привилегированные акции Сбера. Явно намечается тестирование сильного сопротивления на уровне 210 руб. Пока все говорит в пользу того, что оно будет пробито и ""префки"" Сбера смогут закрыть дивидендный гэп от 11 июня (см. график внизу). Закрытие 10 июня было по 220 руб, а на следующий день открытие прошло по 206 руб. И вот похоже, что спустя почти 5 месяцев созрели все условия для закрытия этого гэпа. В обычных акциях Сбера очень похожая техническая картина. Там гэп был с уровня в 249 руб. На текущий момент ничего не мешает ""обычке"" Сбера вернуться на этот уровень. Единственный фактор неопределенности - это голосование на выходных в британском парламенте по вопросу Брекзита. Вроде бы где Брекзит, а где акции Сбера? Но тем не менее на рынках всё связано между собой. Будем надеяться, что бриты дадут нам закрыть этот гэп по Сберу))).",15208.0,40.0,Сбера,сбер,Positive,1
36,1491,https://t.me/MarketDumki,2019-09-05 07:27:31+00:00,"​​А вот и Сбербанк закрыл гэп, который образовался 2 августа! Ранее про этот расклад https://t.me/MarketDumki/1287. Программа минимум выполнена. Может и второй гэп закроют, но я всегда в спекулятивных сделках руководствуюсь следующей логикой - лучше синица в руках, чем журавль в небе! Надеюсь, вы поняли о чем я... P.S. Кстати, очень забавно получилось, что гэп вниз от 2 августа был закрыт сегодняшним гэпом наверх. Такой вот каламбур вышел.",11307.0,17.0,Сбербанк,сбер,Neutral,0
37,1494,https://t.me/MarketDumki,2019-08-30 13:51:16+00:00,"Сбер (продолжение) Пока все идет по намеченному плану в акциях Сбербанка. Долго не могли пробить наверх 220 руб. Вчера наконец-то это сделали и добрались сегодня до второго сопротивления на уровне 225 руб. По идее, если Трамп опять что-нибудь не выкинет у себя в твиттере, то есть все шансы на закрытие гэпов, про которые писал 21 августа.",12929.0,12.0,Сбербанка,сбер,Positive,1
38,1537,https://t.me/MarketDumki,2019-08-06 05:46:08+00:00,"​​Похоже сегодня ночью в азиатскую сессию был локальный апогей текущего снижения. Явно у кого-то сработали стоп лоссы. Фьючерс на SP500 резко упал ниже 2800 пунктов (минимум был 2777) и потом пошел быстрый выкуп. На данный момент значение фьючерса 2834, т.е. уже около 2% отскочили наверх. Получается, не просто так, кто-то вчера упорно покупал акции Сбербанка. Видимо, на рынках какой-то отскок намечается.",10515.0,32.0,Сбербанка,сбер,Negative,2
39,1668,https://t.me/MarketDumki,2019-05-01 11:47:59+00:00,"​​По итогам апреля акции Лукойла снизились почти 7% (!!!), а от внутримесячных максимумов на уровне 5996 руб снижение составило более 8%. И это при том, что на всех мировых рынках была тишь и благодать, нефтяные котировки держатся выше 70$, а цена барреля нефти, выраженная в российской валюте, практически достигала 5000 руб (ранее на эту тему https://t.me/MarketDumki/1055). Если посмотреть на месячный график, то хорошо видно, что давненько таких свечек не появлялось. Фактически в этой акции шел непрерывный рост с августа 2017 года. И похоже, что он окончен. Чаще всего после такого месячного закрытия, снижение затем продолжалось.",9327.0,24.0,Лукойла,лукойл,Negative,2
40,1840,https://t.me/MarketDumki,2018-11-28 12:54:19+00:00,"​​Акции Газпрома стрельнули на 5% до 162.5 руб на новостях об увеличении дивидендов. Неожиданно? Не думаю... Вчера писал (https://t.me/MarketDumki/799), что кто-то хорошо закупился ниже 149 руб. во время паники, связанной с событиями в керченском проливе. А теперь понятно зачем это было сделано",11586.0,69.0,Газпрома,газпром,Positive,1
41,2004,https://t.me/MarketDumki,2018-07-31 09:02:07+00:00,"​​Очень интересная динамика в данный момент наблюдается в акциях Газпрома. После дивидендного гэпа бумага консолидировалась в диапазоне 136.5-139 руб. И сейчас произошел выход наверх. Пока акция торгуется выше 139 руб (см. график ниже), есть хорошие шансы на закрытие дивидендного гэпа.",7941.0,0.0,Газпрома,газпром,Positive,1
